Black Metal;Esoctrilihum;Inhüma;2018;https://i-voidhangerrecords.bandcamp.com/album/inhu-ma;;https://www.youtube.com/channel/UCdsJ0S7hS_V7qmKNoFRHEZQ;;https://youtu.be/tY1f1KbEYYk;;;;;;http://france-metal.fr/wp-content/uploads/2019/03/esoctrilihum-inhüma-743x1024.jpg;http://france-metal.fr/wp-content/uploads/2019/03/esoctrilihum-inhüma-743x1024.jpg
Black Metal;Esoctrilihum;Pandaemorthium;2018;https://i-voidhangerrecords.bandcamp.com/album/pandaemorthium-forbidden-formulas-to-awaken-the-blind-sovereigns-of-nothingness;;https://www.youtube.com/channel/UCdsJ0S7hS_V7qmKNoFRHEZQ;;https://youtu.be/0PyRhqrLbFw;;;;;;http://france-metal.fr/wp-content/uploads/2019/03/esoctrilihum-Pandaemorthium-Forbidden-Formulas-to-Awaken-the-Blind-Sovereigns-of-Nothingness-743x1024.jpg;http://france-metal.fr/wp-content/uploads/2019/03/esoctrilihum-Pandaemorthium-Forbidden-Formulas-to-Awaken-the-Blind-Sovereigns-of-Nothingness-743x1024.jpg
Death Metal;Loci Inferi ;Danse les ombres;2018;https://unfra-prod-fr.bandcamp.com/album/dansent-les-ombres;;;;https://youtu.be/obY01bVe3iE;;https://www.facebook.com/LociInferi/;lociinferi@orange.fr;;;http://france-metal.fr/wp-content/uploads/2019/03/LOCI-INFERI-danse-les-ombres.jpg;http://france-metal.fr/wp-content/uploads/2019/03/LOCI-INFERI-danse-les-ombres.jpg
Black Metal;Asmodée;Aequilanx ;2018;https://necrocosm.bandcamp.com/album/aequilanx;;https://youtu.be/F7aEgFhfBaM;http://www.necrocosm.net/;https://youtu.be/F7aEgFhfBaM;;;;Nantes ;;http://france-metal.fr/wp-content/uploads/2019/03/Asmodée-Aequilanx-1060x1024.jpg;http://france-metal.fr/wp-content/uploads/2019/03/Asmodée-Aequilanx-1060x1024.jpg
Black  heavy Doom;Walpurgis;Above the Stars;2018;https://www.deezer.com/fr/album/54722032;https://open.spotify.com/album/1ZRQrJ1TGKdg5MMsXyDQhe;https://www.youtube.com/channel/UCw8Mdxu_u_ysqYU7VvYzNsA;;https://youtu.be/UOe4jH9MVis;;https://www.facebook.com/walpurgisofficial/;walpurgis3004@gmail.com;Versailles;;http://france-metal.fr/wp-content/uploads/2019/03/Walpurgis-Above-the-Stars.jpg;http://france-metal.fr/wp-content/uploads/2019/03/Walpurgis-Above-the-Stars.jpg
Death Metal;Epitaphe;DEMO MMXVII;2018;https://epitaphe.bandcamp.com/releases;;;Chaos Records;https://youtu.be/2eBvin6D39w;;https://www.facebook.com/epitaphemetal;;Rhône Alpes;;http://france-metal.fr/wp-content/uploads/2019/03/Epitaphe-DEMO-MMXVII-1024x1024.jpg;http://france-metal.fr/wp-content/uploads/2019/03/Epitaphe-DEMO-MMXVII-1024x1024.jpg
Death Metal ;Voice Of Winter;childhood of evil;2018;https://www.deezer.com/fr/artist/11901115;https://open.spotify.com/album/2KcPalmxBADHkSlclt9nXL;https://www.youtube.com/channel/UCwNXzWZkF8nQO3OsbLK2_Yw;M.U.S.I.C Records;https://youtu.be/fX4dD_aPwd0;;https://www.facebook.com/vow.page/;666vow@gmail.com;France;175184644;http://france-metal.fr/wp-content/uploads/2019/03/Voice-Of-Winter-Childhood-Of-Evil-front-cover-1024x1024.jpg;http://france-metal.fr/wp-content/uploads/2019/03/Voice-Of-Winter-Childhood-Of-Evil-front-cover-1024x1024.jpg
Pagan Metal;Wergled;Imperium delecta;2018;http://wergeld.wixsite.com/wergeld;https://wergeld.bandcamp.com/releases;https://www.youtube.com/channel/UCQRNQFTXntNjiBVcnLmxpRw;Khaos Division Prod;https://youtu.be/fUZGglckLW8;https://www.facebook.com/Wergeldlied/videos/2058819977736343/;https://www.facebook.com/Wergeldlied/;;France;;http://france-metal.fr/wp-content/uploads/2019/03/Wergled-Imperium-Delecta.jpg;http://france-metal.fr/wp-content/uploads/2019/03/Wergled-Imperium-Delecta.jpg
Pagan Metal;Himinbjorg;Golden age;2018;http://himinbjorg.fr/;;https://www.youtube.com/channel/UC5fc6RtgPhCQliAIGaLeV7g;;https://youtu.be/B6-jL6h_Zso;;https://www.facebook.com/himinbjorg/;;;;http://france-metal.fr/wp-content/uploads/2019/03/Himinbjorg-Golden-age.jpg;http://france-metal.fr/wp-content/uploads/2019/03/Himinbjorg-Golden-age.jpg
Pagan Metal;Hantaoma;Malamòrt;2018;https://open.spotify.com/album/5PU13yrzwDgDg8Wie2syiS;https://www.deezer.com/fr/artist/76469;https://www.youtube.com/channel/UCBl8LSE04Z0O5nOxOB7nPRw;;https://youtu.be/bVTOkVbfAkU;https://youtu.be/MCmZ1krIjKs;https://www.facebook.com/HantaomaOfficiel/;;;;http://france-metal.fr/wp-content/uploads/2019/03/Hantaoma-Malam%C3%B2rt.jpg;http://france-metal.fr/wp-content/uploads/2019/03/Hantaoma-Malam%C3%B2rt.jpg
