thrash metal|The Cleaner|Vulnerant Omnes Ultima Necat|mars-18|https://soundcloud.com/the-cleaner-band||https://www.youtube.com/channel/UCRosGRf6Vu1oQRRFkJqflzw||https://www.youtube.com/watch?v=Kl87F2gjQt4||https://www.facebook.com/pg/thecleaner.band|management.thecleaner@gmail.com|Ile de France (Paris)|06-47-14-19-45
Thrash Death Metal Old School|Amzera|AMZERA|déc.-18|https://soundcloud.com/amzera|https://amzera.bandcamp.com|https://www.youtube.com/channel/UCW1idFZWtV-M_9i-8LDX-p|Autoprod|https://youtu.be/zzvx03Fz4lY|https://youtu.be/o6QhDbFDOuQ|https://www.facebook.com/pg/AmzeraBand|amzera@orange.fr|Bretagne (Sant-Brieg)|
Thrash Death Metal Moderne Mélodique|Kozh Dall Division|II- Memories|janv.-18|https://www.deezer.com/fr/artist/11704735||ttps://www.youtube.com/channel/UCBrqjWJIqY78ifPxRhjCaAQ|Send The Woohd Music et Season of Mist|https://youtu.be/XtzywI2_938|https://youtu.be/jcZXDH8ZTSM|https://www.facebook.com/Kozh-Dall-Division-1737466603166170| |Languedoc Roussilon (Nîmes)|
Heavy Power Metal|Manigance|Machine Nation|févr.-18|http://www.manigance.org||https://www.youtube.com/channel/UCVnmylR0a0rST_4NXge2-ig|VERYCORDS / MIGHTY MUSIC / SPIRITUAL BEAST|https://www.youtube.com/wtch?v=PKuOIeSUNCk|ttps://youtu.be/Iu7PIXJ9qWQ|https://www.facebook.com/pg/Manigance-366384643187|manigancemanagement@gmail.com|Aquitaine (Pau)|
Thrash de guerre|Bellator|Blood Eagle|oct.-18|https://soundcloud.com/stream|https://bellator.bandcamp.co|https://www.youtube.com/channel/UC4MRcjefryw||https://www.youtube.com/watch?v=tNHoeopNqsE&t=9s|https://youtu.be/yloBUAcG0Wk||bellator.contactfr@gmail.com|FRANCE / Pays de la Loire|
Metal|Strivers|Overcome|févr.-18|https://soundcloud.com/daemon-sick|https://strivers.bandcamp.com/releases||WARMAUDIO DECINES|https://www.facebook.com/STRIVERSBAND/videos/1367543000016387||https://www.facebook.com/pg/STRIVERSBAND|||
Rock / Alternative / Progressive Rock / Electronica / Indie / Pop / Blues|Sonic Winter|Blank|oct.-18||https://sonicwinter.bandcamp.com|ttps://www.youtube.com/channel/UCxiZjtqIqREzfWm5tYEx1gw|MAJOR ARCANA RECORDS|https://www.youtube.com/watch?v=T3zCRlIV0OE&feature=youtu.b|https://youtu.be/HrjN8mXPrus|https://www.facebook.com/SonicWinter|sonicwinter.musicband@gmail.com|Glasgow (Scotland) & Paris (France)|
Thrash|Voight Kampff|Substance Rêve|avr.-18|https://soundcloud.com/robot-bleu|https://voightkampff.bandcamp.com/album/more-human-than-huma|https://www.youtube.com/channel/UCJrpHGaWBqzO-bVRyW7Bgyw|Sliptrick Records|https://youtu.be/uMYFoExfg-|https://youtu.be/iYS-6WHW0UE|https://www.facebook.com/robotbleugroupe|voightkband@gmail.com|Bretagne|
Thrash|Scrotum|Old-school thrash metal|oct.-18|https://www.discogs.com/fr/artist/3583567-Scrotum-4|https://www.spirit-of-metal.com/fr/band/Scrotum_(FRA)||Great Dane Records|https://youtu.be/Yu9sx8OekQM|https://youtu.be/fwhh-dyPzEE|https://www.facebook.com/pg/Scrotum-540757425951065||Douai dans le Nord|
Opera Metal|Melted Space|Darkening Light|févr.-18|||||https://youtu.be/HxVu9ecfYPA?list=OLAK5uy_lBPHhlg1lhAkIEKx11vxLXFZQfcrSGYMg|https://www.youtube.com/watch?v=nzQ_1PmFi44|https://www.facebook.com/meltedspace|melted-space@live.fr||
heavy, melodic and powerful metal|BORN AGAIN|Ghost Rider|oct.-18|https://www.twitter.com/band_BornAgain|http://www.bornagainmetalband.co|https://www.youtube.com/channel/UC-DZAG157fDUHdog1rhCCMO2qkA||ttps://yoI157utu.be/pV4iqcU988Q|https://youtu.be/TGsFoMhH-3s|https://www.facebook.com/bornagainheavy/||Besançon|
Heavy / Black / Doom Metal|Walpurgis|Above the Stars|févr.-18|https://www.deezE156er.com/en/album/54722032||ttps://www.youtube.com/channel/UCw8Mdxu_u_ysqYU7VvYzNsA||https://youtu.be/UOe4jH9MVis|https://youtu.be/Cw6BdXtmsXs|https://www.facebook.com/walpurgisofficial/|walpurgis3004@gmail.com|Versailles|
Modern Metal|Kheos|Asphyxia|oct.-18|https://soundcloud.com/kheosband||https://www.youtube.com/channel/UCjRM6Vs-Ti0dvpkFGnTwHDQ||https://youtu.be/IJkVIrNxWo8|https://youtu.be/GcqvhEc9Asc|https://www.facebook.com/KheosBandOfficial/|kheos59@gmail.com|Lille|
Metal / Independant|RIFF|World On Fire|sept.-18|||https://www.youtube.com/channel/UCcBXdzKWKdcGQZqsa8C0FGw||https://youtu.be/w4PvgQO5YdU|https://youtu.be/oP3qfNa-KqU|https://www.facebook.com/riff83/|celian19@orange.fr|Toulon|
Thrash Metal|Psychoïd|WE KICK YOUR ASS|sept.-18|||https://www.youtube.com/channel/UCmwee_3x-S7NpfoejXFgaCQ|MUSIC VALENTIN|https://youtu.be/hdNEhdXEQg||Psychoïd Thrash metal|psychoidband@psychoid.fr|Melun, France|01 75 18 46 44
Metal / Progressif|Sphæra|Freaktion|sept.-18|https://apple.co/2MGiWQG||https://www.youtube.com/channel/UC2uTqosvxybO0cMvozqJVew||https://youtu.be/PV5VzP5crQ8|https://youtu.be/LHgq2nZmOxc|https://www.facebook.com/SphaeraBand/|sphaera.contact@gmail.com|Metz-Nancy|
Thrash|Artery|Deep Nature|oct.-18|https://arterythrashmetal.wixsite.com/arteryfranc|https://twitter.com/arteryfrance|https://www.youtube.com/user/16thierry16||ttps://youtu.be/B7lh1pu9kK8|ttps://youtu.be/WP51fzK4OV0|https://www.facebook.com/arteryfrance/|arteryfrancecontact@gmail.com|Angouleme/FRANCE|
Thrash death metal|GRAZED|UNIVERS SALE|oct.-18|https://grazed.bandcamp.com||ttps://www.youtube.com/channel/UCC7CMfgPtV0FttwFaAboDww||https://youtu.be/RNjdi_1_ibc|https://youtu.be/moG1W0iLC04|https://www.facebook.com/GRAZEDofficial/|grazed@hotmail.fr|Nîmes, France|
